adnetwork_adunits        ,status,master_adunit,size,adformat,bid_type,mediation,imp_type,adnetwork,adtag,
Auto/no auto ads on campaigns/vip/brands_iCook,Archived,iCook_Auto,Responsive,Auto,RTB,Direct,,AdSense,,
Other_iCook,Archived,iCook_Auto,Responsive,Auto,RTB,Direct,,AdSense,,
iCook_Desktop_Idle_Bottom_300250,Idle,iCook_Desktop_Idle_Bottom, 300x250,Text/image,RTB,GAM,AdServer,AdSense,3231899009,
iCook_Desktop_Idle_MatchedContent,Idle,iCook_Desktop_Idle_MatchedContent, Responsive,Matched Content,Direct,Direct,N/A,AdSense,2485767890,
iCook_Desktop_Idle_Top_300250,Idle,iCook_Desktop_Idle_Top, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8109531607,
iCook_Homepage_Bottom_300250,Active,iCook_Homepage_Bottom, 300x250,Text/image,RTB,GAM,AdServer,AdSense,1010562682,
iCook_Homepage_Bottom_336280,Active,iCook_Homepage_Bottom, 336x280,Text/image,RTB,GAM,AdServer,AdSense,6049537886,
iCook_Homepage_Bottom_72890,Active,iCook_Homepage_Bottom, 728x90,Text/image,RTB,GAM,AdServer,AdSense,2487295884,
iCook_Homepage_Bottom_Native,Idle,iCook_Homepage_Bottom, Responsive,Native Inarticle,RTB,GAM,AdServer,AdSense,6913742693,
iCook_Homepage_Bottom_Sticky_320100,Active,iCook_Homepage_Bottom_Sticky, 320x100,Text/image,RTB,GAM,AdServer,AdSense,8253099896,
iCook_Homepage_Bottom_Sticky_32050,Active,iCook_Homepage_Bottom_Sticky, 320x50,Text/image,RTB,GAM,AdServer,AdSense,7306193196,
iCook_Homepage_Bottom2_300250,Idle,iCook_Homepage_Bottom2, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8677354309,
iCook_Homepage_Bottom2_336280,Idle,iCook_Homepage_Bottom2, 336x280,Text/image,RTB,GAM,AdServer,AdSense,8127809525,
iCook_Homepage_Middle_300250,Active,iCook_Homepage_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,3964029088,
iCook_Homepage_Middle_336280,Active,iCook_Homepage_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,4572804680,
iCook_Homepage_Middle_72890,Active,iCook_Homepage_Middle, 728x90,Text/image,RTB,GAM,AdServer,AdSense,5440762280,
iCook_Homepage_Middle_Native,Idle,iCook_Homepage_Middle, Responsive,Native Inarticle,RTB,GAM,AdServer,AdSense,6534830134,
iCook_Homepage_Middle2_300250,Idle,iCook_Homepage_Middle2, 300x250,Text/image,RTB,GAM,AdServer,AdSense,2925074993,
iCook_Homepage_Middle2_336280,Idle,iCook_Homepage_Middle2, 336x280,Text/image,RTB,GAM,AdServer,AdSense,7383194753,
iCook_Homepage_Sidebar_Bottom_160600,Idle,iCook_Homepage_Sidebar_Bottom, 160x600,Text/image,RTB,GAM,AdServer,AdSense,6917495489,
iCook_Homepage_Sidebar_Bottom_250250,Active,iCook_Homepage_Sidebar_Bottom, 250x250,Text/image,RTB,GAM,AdServer,AdSense,2702972896,
iCook_Homepage_Sidebar_Bottom_300600,Active,iCook_Homepage_Sidebar_Bottom, 300x600,Text/image,RTB,GAM,AdServer,AdSense,9663454067,
iCook_Homepage_Sidebar_Bottom_2_300250,Idle,iCook_Homepage_Sidebar_Bottom_2, 300x250,Text/image,Direct,Direct,N/A,AdSense,2451541788,
iCook_Homepage_Sidebar_Bottom_2_336280,Idle,iCook_Homepage_Sidebar_Bottom_2, 336x280,Text/image,Direct,Direct,N/A,AdSense,4944584008,
iCook_Homepage_Sidebar_Bottom_3_250250,Idle,iCook_Homepage_Sidebar_Bottom_3, 250x250,Text/image,Direct,Direct,N/A,AdSense,2375476003,
iCook_Homepage_Sidebar_Bottom_3_300250,Idle,iCook_Homepage_Sidebar_Bottom_3, 300x250,Text/image,Direct,Direct,N/A,AdSense,8090837116,
iCook_Homepage_Sidebar_Bottom_3_336280,Idle,iCook_Homepage_Sidebar_Bottom_3, 336x280,Text/image,Direct,Direct,N/A,AdSense,8418140170,
iCook_Homepage_Sidebar_Bottom_2_250250,Active,iCook_Homepage_Sidebar_Bottom2, 250x250,Text/image,RTB,GAM,AdServer,AdSense,6777799606,
iCook_Homepage_Sidebar_Bottom2_250250,Idle,iCook_Homepage_Sidebar_Bottom2, 250x250,Text/image,RTB,GAM,AdServer,AdSense,7976600437,
iCook_Homepage_Sidebar_Middle_250250,Active,iCook_Homepage_Sidebar_Middle, 250x250,Text/image,RTB,GAM,AdServer,AdSense,4399866510,
iCook_Homepage_Sidebar_Middle_300250,Active,iCook_Homepage_Sidebar_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,4152454508,
iCook_Homepage_Sidebar_Middle_336280,Active,iCook_Homepage_Sidebar_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,4980243023,
iCook_Homepage_Sidebar_Top_250250,Active,iCook_Homepage_Sidebar_Top, 250x250,Text/image,RTB,GAM,AdServer,AdSense,1562618409,
iCook_Homepage_Sidebar_Top_300250,Active,iCook_Homepage_Sidebar_Top, 300x250,Text/image,RTB,GAM,AdServer,AdSense,6675344284,
iCook_Homepage_Sidebar_Top_336280,Active,iCook_Homepage_Sidebar_Top, 336x280,Text/image,RTB,GAM,AdServer,AdSense,7960505795,
iCook_Homepage_Sidebar_Top_300250_passback,New,iCook_Homepage_Sidebar_Top_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,6229104185,
iCook_Homepage_Sidebar_Top_336280_passback,New,iCook_Homepage_Sidebar_Top_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,5870011534,
iCook_Idle_Sidebar_Top_336280,Idle,iCook_Idle_Sidebar_Top, 336x280,Text/image,RTB,GAM,AdServer,AdSense,9243366875,
Auto/only matched content in Recipes page_iCook,Archived,iCook_MatchedContent_Auto,Responsive,Matched Content,RTB,Direct,N/A,AdSense,,
iCook_Recipe_Bottom_300250,Idle,iCook_Recipe_Bottom, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8128863231,
iCook_Recipe_Bottom_320100,Idle,iCook_Recipe_Bottom, 320x100,Text/image,RTB,GAM,AdServer,AdSense,9591760288,
iCook_Recipe_Bottom_336280,Active,iCook_Recipe_Bottom, 336x280,Text/image,RTB,GAM,AdServer,AdSense,4983103885,
iCook_Recipe_Bottom_46860,Idle,iCook_Recipe_Bottom, 468x60,Text/image,RTB,GAM,AdServer,AdSense,2068493480,
iCook_Recipe_Bottom_72890,Idle,iCook_Recipe_Bottom, 728x90,Text/image,RTB,GAM,AdServer,AdSense,3545226688,
iCook_Recipe_Bottom_Native,Idle,iCook_Recipe_Bottom, Responsive,Native Inarticle,RTB,GAM,AdServer,AdSense,7059892987,
iCook_Recipe_Bottom_AMP_300250,Idle,iCook_Recipe_Bottom_AMP, 300x250,Text/image,RTB,GAM,AdServer,AdSense,5879097890,
iCook_Recipe_Bottom_AMP_336280,Idle,iCook_Recipe_Bottom_AMP, 336x280,Text/image,RTB,GAM,AdServer,AdSense,3727222054,
iCook_Recipe_Bottom_300250_back,Idle,iCook_Recipe_Bottom_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,6980537632,
iCook_Recipe_Bottom_300250_back_Ad2,Idle,iCook_Recipe_Bottom_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,7157349846,
iCook_Recipe_Bottom_300250_back_InMobi,Idle,iCook_Recipe_Bottom_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,2135458960,
iCook_Recipe_Bottom_300250_back_PM,Idle,iCook_Recipe_Bottom_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,4504865807,
iCook_Recipe_Bottom_300250_passback,Idle,iCook_Recipe_Bottom_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,9462915456,
iCook_Recipe_Bottom_336280_back,Idle,iCook_Recipe_Bottom_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,8409293089,
iCook_Recipe_Bottom_336280_passback,Idle,iCook_Recipe_Bottom_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,7140004447,
iCook_Recipes_Bottom_300250_passback,New,iCook_Recipe_Bottom_passback, Responsive,Text/image,Passback,GAM,AdServer,AdSense,6747978931,
iCook_Recipes_Bottom_336280_passback,New,iCook_Recipe_Bottom_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,2972207842,
iCook_Recipes_Bottom_InBanner_300250_back_ucX,Idle,iCook_Recipe_Bottom_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,8106565478,
iCook_Recipe_Bottom_Sticky_320100,Active,iCook_Recipe_Bottom_Sticky, 320x100,Text/image,RTB,GAM,AdServer,AdSense,5255138131,
iCook_Recipe_Bottom_Sticky_32050,Active,iCook_Recipe_Bottom_Sticky, 320x50,Text/image,RTB,GAM,AdServer,AdSense,5593181264,
iCook_Recipe_Bottom_Sticky_AMP_320100,Idle,iCook_Recipe_Bottom_Sticky_AMP, 320x100,Text/image,RTB,GAM,AdServer,AdSense,1169696695,
iCook_Recipe_Bottom_Sticky_AMP_32050,Idle,iCook_Recipe_Bottom_Sticky_AMP, 320x50,Text/image,RTB,GAM,AdServer,AdSense,2347046992,
iCook_Recipes_Bottom_Sticky_320100_AMP,Active,iCook_Recipe_Bottom_Sticky_AMP, 320x100,Text/image,RTB,GAM,AdServer,AdSense,9843841791,
iCook_Recipes_Bottom_Sticky_32050_AMP,Active,iCook_Recipe_Bottom_Sticky_AMP, 320x50,Text/image,RTB,GAM,AdServer,AdSense,2415268094,
iCook_Recipe_Bottom1_300250,Active,iCook_Recipe_Bottom1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,1551991991,
iCook_Recipe_Bottom1_336280,Active,iCook_Recipe_Bottom1, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5299665314,
iCook_Recipe_Bottom3_300250,Active,iCook_Recipe_Bottom3, 300x250,Text/image,RTB,GAM,AdServer,AdSense,5883670002,
iCook_Recipe_Bottom3_336280,Active,iCook_Recipe_Bottom3, 336x280,Text/image,RTB,GAM,AdServer,AdSense,8809216240,
iCook_Recipe_Bottoms_300250,Active,iCook_Recipe_Bottoms, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8825300521,
iCook_Recipe_Bottoms_336280,Active,iCook_Recipe_Bottoms, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5752839659,
iCook_Recipe_Bottoms_72890,Idle,iCook_Recipe_Bottoms, 728x90,Text/image,RTB,GAM,AdServer,AdSense,7129909627,
iCook_Recipe_Bottoms_AMP_300250,Idle,iCook_Recipe_Bottoms_AMP, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8087416694,
iCook_Recipe_Bottoms_AMP_336280,Idle,iCook_Recipe_Bottoms_AMP, 336x280,Text/image,RTB,GAM,AdServer,AdSense,6820289257,
iCook_Recipe_Bottoms_Video_72890_passback,Idle,iCook_Recipe_Bottoms_Video_passback, 728x90,Text/image,Passback,GAM,AdServer,AdSense,5008665122,
iCook_Recipe_Bottoms1_300250,Active,iCook_Recipe_Bottoms1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8390369683,
iCook_Recipe_Bottoms1_336280,Active,iCook_Recipe_Bottoms1, 336x280,Text/image,RTB,GAM,AdServer,AdSense,4229717104,
iCook_Recipe_Bottoms2_300250,Active,iCook_Recipe_Bottoms2, 300x250,Text/image,RTB,GAM,AdServer,AdSense,9983816679,
iCook_Recipe_Bottoms2_336280,Active,iCook_Recipe_Bottoms2, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5005702602,
iCook_Recipe_Desktop_Top_72890,Idle,iCook_Recipe_Desktop_Top, 728x90,Text/image,RTB,GAM,AdServer,AdSense,7766457301,
iCook_Recipe_Desktop_Top_970250,Active,iCook_Recipe_Desktop_Top, 970x250,Text/image,RTB,GAM,AdServer,AdSense,4356344264,
iCook_Recipe_Desktop_Top_970250_back_adbert,Idle,iCook_Recipe_Desktop_Top_passback, 970x250,Text/image,Passback,GAM,AdServer,AdSense,5164621649,
iCook_Recipe_Desktop_Top_970250_back_PM,Idle,iCook_Recipe_Desktop_Top_passback, 970x250,Text/image,Passback,GAM,AdServer,AdSense,2241111572,
iCook_Recipe_Desktop_Top_970250_passback,Idle,iCook_Recipe_Desktop_Top_passback, 970x250,Text/image,Passback,GAM,AdServer,AdSense,4358212566,
iCook_Recipe_Interstitial_300250,Idle,iCook_Recipe_Interstitial, 300x250,Text/image,RTB,GAM,AdServer,AdSense,5021959880,
iCook_Recipe_Interstitial_336280,Idle,iCook_Recipe_Interstitial, 336x280,Text/image,RTB,GAM,AdServer,AdSense,4734255086,
iCook_Recipe_MatchedContent,Active,iCook_Recipe_MatchedContent, Responsive,Matched Content,Direct,Direct,N/A,AdSense,1150728820,
iCook_Recipe_Middle_300250,Active,iCook_Recipe_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,5178124582,
iCook_Recipe_Middle_336280,Active,iCook_Recipe_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,3453979379,
iCook_Recipe_Middle_72890,Idle,iCook_Recipe_Middle, 728x90,Text/image,RTB,GAM,AdServer,AdSense,8662483141,
iCook_Recipe_Middle_AMP_300250,Idle,iCook_Recipe_Middle_AMP, 300x250,Text/image,RTB,GAM,AdServer,AdSense,9049144574,
iCook_Recipe_Middle_AMP_336280,Idle,iCook_Recipe_Middle_AMP, 336x280,Text/image,RTB,GAM,AdServer,AdSense,7655213999,
iCook_Recipe_Middle_300250_back_VM5,Idle,iCook_Recipe_Middle_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,9732909271,
iCook_Recipe_Middle_300250_passback,New,iCook_Recipe_Middle_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,2395114039,
iCook_Recipe_Middle_336280_passback,New,iCook_Recipe_Middle_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,9314432527,
iCook_Recipe_Middle1_300250,Active,iCook_Recipe_Middle1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,7218826614,
iCook_Recipe_Middle1_336280,Active,iCook_Recipe_Middle1, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5522601567,
iCook_Recipe_Middle1_300250_passback,New,iCook_Recipe_Middle1_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,7465986621,
iCook_Recipe_Middle1_336280_passback,New,iCook_Recipe_Middle1_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,2491316952,
iCook_Recipe_Middle2_300250,Active,iCook_Recipe_Middle2, 300x250,Text/image,RTB,GAM,AdServer,AdSense,7767597316,
iCook_Recipe_Middle2_336280,Active,iCook_Recipe_Middle2, 336x280,Text/image,RTB,GAM,AdServer,AdSense,3575811684,
iCook_Recipe_Middle2_300250_passback,New,iCook_Recipe_Middle2_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,4265108217,
iCook_Recipe_Middle2_336280_passback,New,iCook_Recipe_Middle2_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,8945044668,
iCook_Recipe_Popin_Bottom,Idle,iCook_Recipe_Popin_Bottom, 336x280,Image,RTB,GAM,AdServer,AdSense,9832561839,
iCook_Recipe_Popin_Top,Idle,iCook_Recipe_Popin_Top, 336x280,Image,RTB,GAM,AdServer,AdSense,2866810189,
iCook_Recipe_Sidebar_Bottom_160600,Idle,iCook_Recipe_Sidebar_Bottom, 160x600,Text/image,RTB,GAM,AdServer,AdSense,6498693083,
iCook_Recipe_Sidebar_Bottom_250250,Active,iCook_Recipe_Sidebar_Bottom, 250x250,Text/image,RTB,GAM,AdServer,AdSense,8476784575,
iCook_Recipe_Sidebar_Bottom_300600,Active,iCook_Recipe_Sidebar_Bottom, 300x600,Text/image,RTB,GAM,AdServer,AdSense,7975426289,
iCook_Recipe_Sidebar_Bottom2_250250,Active,iCook_Recipe_Sidebar_Bottom2, 250x250,Text/image,RTB,GAM,AdServer,AdSense,8600907652,
iCook_Recipe_Sidebar_Middle_250250,Active,iCook_Recipe_Sidebar_Middle, 250x250,Text/image,RTB,GAM,AdServer,AdSense,6529196593,
iCook_Recipe_Sidebar_Middle_300250,Active,iCook_Recipe_Sidebar_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8581995930,
iCook_Recipe_Sidebar_Middle_336280,Active,iCook_Recipe_Sidebar_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5764260905,
iCook_Recipe_Sidebar_Middle_300250_passback,New,iCook_Recipe_Sidebar_Middle_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,3902323747,
iCook_Recipe_Sidebar_Middle_336280_passback,New,iCook_Recipe_Sidebar_Middle_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,6594213493,
iCook_Recipe_Sidebar_Top_250250,Active,iCook_Recipe_Sidebar_Top, 250x250,Text/image,RTB,GAM,AdServer,AdSense,5974730038,
iCook_Recipe_Sidebar_Top_300250,Active,iCook_Recipe_Sidebar_Top, 300x250,Text/image,RTB,GAM,AdServer,AdSense,6830013687,
iCook_Recipe_Sidebar_Top_336280,Active,iCook_Recipe_Sidebar_Top, 336x280,Text/image,RTB,GAM,AdServer,AdSense,8689890268,
iCook_Recipe_Step1_300250,Active,iCook_Recipe_Step1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,9097597419,
iCook_Recipe_Step1_336280,Active,iCook_Recipe_Step1, 336x280,Text/image,RTB,GAM,AdServer,AdSense,9676181911,
iCook_Recipe_Step1_72890,Idle,iCook_Recipe_Step1, 728x90,Text/image,RTB,GAM,AdServer,AdSense,4108709203,
iCook_Recipe_Step1_1_300250,Active,iCook_Recipe_Step1_1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,6909380010,
iCook_Recipe_Step1_1_336280,Active,iCook_Recipe_Step1_1, 336x280,Text/image,RTB,GAM,AdServer,AdSense,4011753931,
iCook_Recipe_Step1_1_300250_passback,Active,iCook_Recipe_Step1_1_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,6755865219,
iCook_Recipe_Step1_1_336280_passback,Active,iCook_Recipe_Step1_1_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,7849455037,
iCook_Recipe_Step1_2_300250,Active,iCook_Recipe_Step1_2, 300x250,Text/image,RTB,GAM,AdServer,AdSense,9053878388,
iCook_Recipe_Step1_2_336280,Active,iCook_Recipe_Step1_2, 336x280,Text/image,RTB,GAM,AdServer,AdSense,7904448243,
iCook_Recipe_Step1_2_300250_passback,New,iCook_Recipe_Step1_2_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,9890460679,
iCook_Recipe_Step1_2_336280_passback,New,iCook_Recipe_Step1_2_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,8799249593,
iCook_Recipe_Step1_AMP_300250,Idle,iCook_Recipe_Step1_AMP, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8815897209,
iCook_Recipe_Step1_AMP_336280,Idle,iCook_Recipe_Step1_AMP, 336x280,Text/image,RTB,GAM,AdServer,AdSense,8049610445,
iCook_Recipe_Step1_300250_back_VM5,Idle,iCook_Recipe_Step1_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,9086999872,
iCook_Recipe_Step1_300250_passback,Active,iCook_Recipe_Step1_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,7946821367,
iCook_Recipe_Step1_336280_passback,Active,iCook_Recipe_Step1_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,9137296605,
iCook_Recipe_Top_300250,Active,iCook_Recipe_Top, 300x250,Text/image,RTB,GAM,AdServer,AdSense,4936703621,
iCook_Recipe_Top_320100,Idle,iCook_Recipe_Top, 320x100,Text/image,RTB,GAM,AdServer,AdSense,9452159486,
iCook_Recipe_Top_336280,Active,iCook_Recipe_Top, 336x280,Text/image,RTB,GAM,AdServer,AdSense,3506370681,
iCook_Recipe_Top_46860,Idle,iCook_Recipe_Top, 468x60,Text/image,RTB,GAM,AdServer,AdSense,1928892682,
iCook_Recipe_Top_72890,Idle,iCook_Recipe_Top, 728x90,Text/image,RTB,GAM,AdServer,AdSense,3405625882,
iCook_Recipe_Top_Native,Idle,iCook_Recipe_Top, Responsive,Native Inarticle,RTB,GAM,AdServer,AdSense,4248767515,
iCook_Recipe_Top_AMP_300250,Idle,iCook_Recipe_Top_AMP, 300x250,Text/image,RTB,GAM,AdServer,AdSense,4290684058,
iCook_Recipe_Top_AMP_336280,Idle,iCook_Recipe_Top_AMP, 336x280,Text/image,RTB,GAM,AdServer,AdSense,3932549267,
iCook_Recipe_Top1_300250,Idle,iCook_Recipe_Top1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,4337937430,
iCook_Recipe_Top1_336280,Idle,iCook_Recipe_Top1, 336x280,Text/image,RTB,GAM,AdServer,AdSense,6772529086,
iCook_Recipe_Top2_300250,Idle,iCook_Recipe_Top2, 300x250,Text/image,RTB,GAM,AdServer,AdSense,6637089299,
iCook_Recipe_Top2_336280,Idle,iCook_Recipe_Top2, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5688228887,
iCook_Recipes_Bottom_300250,Active,iCook_Recipes_Bottom, 300x250,Text/image,RTB,GAM,AdServer,AdSense,3115475209,
iCook_Recipes_Bottom_320100,Idle,iCook_Recipes_Bottom, 320x100,Text/image,RTB,GAM,AdServer,AdSense,4882359082,
iCook_Recipes_Bottom_336280,Active,iCook_Recipes_Bottom, 336x280,Text/image,RTB,GAM,AdServer,AdSense,9115328229,
iCook_Recipes_Bottom_46860,Idle,iCook_Recipes_Bottom, 468x60,Text/image,RTB,GAM,AdServer,AdSense,6359092284,
iCook_Recipes_Bottom_72890,Idle,iCook_Recipes_Bottom, 728x90,Text/image,RTB,GAM,AdServer,AdSense,7835825488,
iCook_Recipes_Bottom_336280_AMP,Active,iCook_Recipes_Bottom_AMP, 336x280,Text/image,RTB,GAM,AdServer,AdSense,3041388782,
iCook_Recipes_Bottom_AMP,Idle,iCook_Recipes_Bottom_AMP, Responsive,Text/image,RTB,GAM,AdServer,AdSense,3187615058,
iCook_Recipes_Bottom_Sticky_320100,Active,iCook_Recipes_Bottom_Sticky, 320x100,Text/image,RTB,GAM,AdServer,AdSense,4615331112,
iCook_Recipes_Bottom_Sticky_32050,Active,iCook_Recipes_Bottom_Sticky, 320x50,Text/image,RTB,GAM,AdServer,AdSense,8175302175,
iCook_Recipes_Bottom_Sticky_AMP,Idle,iCook_Recipes_Bottom_Sticky_AMP, Responsive,Text/image,RTB,GAM,AdServer,AdSense,5040437830,
iCook_Recipes_Bottom1_300250,Active,iCook_Recipes_Bottom1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,1436441927,
iCook_Recipes_Bottom1_336280,Active,iCook_Recipes_Bottom1, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5895681241,
iCook_Recipes_Bottom2_300250,Active,iCook_Recipes_Bottom2, 300x250,Text/image,RTB,GAM,AdServer,AdSense,3599862418,
iCook_Recipes_Bottom2_336280,Active,iCook_Recipes_Bottom2, 336x280,Text/image,RTB,GAM,AdServer,AdSense,8824268930,
iCook_Recipes_Middle_300250,Idle,iCook_Recipes_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,8899528198,
iCook_Recipes_Middle_300250_p2,Idle,iCook_Recipes_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,5026385886,
iCook_Recipes_Middle_300250_p3,Idle,iCook_Recipes_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,3188057581,
iCook_Recipes_Middle_300250_p4,Idle,iCook_Recipes_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,1300260847,
iCook_Recipes_Middle_300250_p5,Idle,iCook_Recipes_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,9085297815,
iCook_Recipes_Middle_300250n,Active,iCook_Recipes_Middle, 300x250,Text/image,RTB,GAM,AdServer,AdSense,1786344950,
iCook_Recipes_Middle_320100,Idle,iCook_Recipes_Middle, 320x100,Text/image,RTB,GAM,AdServer,AdSense,9312558683,
iCook_Recipes_Middle_336280,Idle,iCook_Recipes_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,2142548151,
iCook_Recipes_Middle_336280_p2,Idle,iCook_Recipes_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,5300598493,
iCook_Recipes_Middle_336280_p3,Idle,iCook_Recipes_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,4954481112,
iCook_Recipes_Middle_336280_p4,Idle,iCook_Recipes_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,1015236102,
iCook_Recipes_Middle_336280_p5,Idle,iCook_Recipes_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,1314619005,
iCook_Recipes_Middle_336280n,Active,iCook_Recipes_Middle, 336x280,Text/image,RTB,GAM,AdServer,AdSense,7585466547,
iCook_Recipes_Middle_46860,Idle,iCook_Recipes_Middle, 468x60,Text/image,RTB,GAM,AdServer,AdSense,1789291884,
iCook_Recipes_Middle_72890,Idle,iCook_Recipes_Middle, 728x90,Text/image,RTB,GAM,AdServer,AdSense,3266025080,
iCook_Recipes_Middle_336280_AMP,Active,iCook_Recipes_Middle_AMP, 336x280,Text/image,RTB,GAM,AdServer,AdSense,9060002225,
iCook_Recipes_Middle_300250_AMP,Active,iCook_Recipes_Middle_AMP,300x250,Text/image,RTB,GAM,AdServer,AdSense,854958903,
iCook_Recipes_Middle_AMP,Idle,iCook_Recipes_Middle_AMP, Responsive,Text/image,RTB,GAM,AdServer,AdSense,5331396816,
iCook_Recipes_Middle_300250_passback,New,iCook_Recipes_Middle_passback, 300x250,Text/image,Passback,GAM,AdServer,AdSense,6511997604,
iCook_Recipes_Middle_336280_passback,New,iCook_Recipes_Middle_passback, 336x280,Text/image,Passback,GAM,AdServer,AdSense,8471946530,
iCook_Recipes_Middle1_300250,Idle,iCook_Recipes_Middle1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,1791665141,
iCook_Recipes_Middle1_300250_p2,Active,iCook_Recipes_Middle1, 300x250,Text/image,RTB,GAM,AdSense,in2w-adsense,8497607470,
iCook_Recipes_Middle1_300250_p3,Idle,iCook_Recipes_Middle1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,7907947519,
iCook_Recipes_Middle1_300250_p4,Idle,iCook_Recipes_Middle1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,9029457496,
iCook_Recipes_Middle1_300250_p5,Idle,iCook_Recipes_Middle1, 300x250,Text/image,RTB,GAM,AdServer,AdSense,5753267900,
